treespec,prod_wd,unit,bark,geo\time	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 
CONIF,RW_FW,THS_M3,OVBK,LU	43.02 	44.81 	54 	42.62 e	32.98 	32.61 	: 	: 	4.63 	4.41 	4.23 e	4.16 e	3 e	2.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,OVBK,LV	313.5 	297 	275 	220 	220 	220 	204.6 	285.31 	516.12 	614.25 	1093.58 	881.5 	288.19 	691.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,OVBK,MT	: 	0 	0 	0 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,OVBK,NL	473.9 	481.1 	486 	458 	159 	159 	1.3 	2.23 	60.6 	61 	60.98 e	60.98 	60.98 	60.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,OVBK,NO	596.9 	599.3 	658.01 e	677 e	682 	679.85 	620.62 	964.48 	708.23 	708.23 	849.24 	838.32 	838.32 	876.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,OVBK,PL	2552.22 e	2782.98 e	2976.42 e	2896.97 e	2856.05 e	2992.95 e	2971.05 e	2947.55 	2874.37 e	2733.33 e	2297.89 e	2303.06 e	2118.33 	1988.52 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,OVBK,PT	569.94 	456.37 	550.17 	241.94 	136.25 	260.11 	220 	250 	0 	220 	266.67 e	266.67 	266.67 	533.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,OVBK,RO	1092.24 	1030.32 	1139.23 	885.41 	956.98 	1078.63 	963.05 	1001.91 	796.9 	824.75 	649.23 	778 	911.4 	779 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,OVBK,SE	3100 p	3100 	3115.62 	3762 	4140 	4200 	3540 	3540 	3540 	3540 	3540 	3245 	3245 	3363 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,OVBK,SI	134.77 	163.2 	220.02 	170.02 	200.02 	225.02 	224.25 	193.9 	191.67 	196.3 	151.54 	126.4 	145.04 	148.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,OVBK,SK	297.84 	378 	301.45 	349.59 	276.2 	261.52 	284.95 	392.53 	321.56 	363.77 	328.21 e	390.12 e	356.06 	255.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,OVBK,UK	: 	2089.7 	2089.7 	1759.74 	1704.75 	1759.74 	1649.76 	1374.8 	1099.84 	989.86 	1154.83 	714.9 	329.95 	219.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,UNBK,AT	3359.35 	3634.2 	3217.6 	2872.96 	2709.69 	2999.34 	2854.15 	2859.04 	2995.79 	2943.69 	2754.36 	2735.01 	3162.04 	3056.78 	2822 	2162 	2097 	1960 	1770 	1641 	1623 	1781 	1853 	2131 	2601 	1870 	1963 	1831 	1609 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,UNBK,BE	85.3 e	85.3 e	85.3 e	85.3 p	: 	: 	: 	: 	: 	: 	49.21 e	50 e	50 	50 	50 	50 	50 	50 	50 	50 	50 e	50 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,UNBK,BG	642.8 	696.51 	850.36 	875.12 	792.9 	603.63 	465.1 	458.7 	313.03 	305 	278 	223 	302 	267 	270 	318 	330 	328 e	328 	281 	314 	165 	58 p	49 	48 	35 	17 	100 	106 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,UNBK,CH	810.1 	742.81 	679.49 	549.57 	497.93 	492.83 	510.78 	511.91 e	: c	477.52 	461.26 	434.08 	424.26 	430.15 	508.63 	495.84 	483 	400 	408 	517 	818 	334 	130 p	113 	272 	286 	295 	264 	273 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,UNBK,CY	5.2 	5.93 	7.85 	12.16 	11.56 	5.99 	3.57 	3.89 	5.14 	2.94 	3.19 	2.9 	5.96 	6.94 	1.98 	2.7 	2.58 	3.79 	4.51 	5.97 	4.84 	7.43 	7.13 	9 	9 	10 	10 	13 	9.5 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,UNBK,CZ	: 	5396 	3600 	1647 	: 	1514 	1166 	1267 	1196 	1049 	1337 	1159 	1390 	1410 	820 	720 	700 	690 	650 	680 	660 	610 	620 	413 	535 	517 	688 	564 	710 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,UNBK,DE	9004.66 e	9607.24 e	9118.49 e	8432.77 e	4666.5 	5309.19 	5159.08 	4885.68 	4529.03 	5266.39 	4498.78 	4518.81 	4476 	4454 	4273 	4104 	4137 	3914 	3209 	1626 	1510 	1502 	1453 	1567 	1420 	1476 	1065 	1065 	1065 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,UNBK,DK	: 	: 	: 	: 	1393.09 	1393.09 	1215.55 	1215.55 	: 	832.02 	805.24 e	825 	825 	825 	832 	969.2 	636 	528.57 	426.8 	366 	236 e	99 	252 	299 	211 	211 	211 	195 	211 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,UNBK,EE	1426.36 	1473.64 	1640.91 	1537.27 	1236 	1200 	881.82 	864 	720 	711 	720 	495 e	432 	360 	350 	430 	500 	1000 	1050 	1020 	890 	233 	236 	410 	133 	126 	120 	355 	212 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,UNBK,EL	78.39 e	78.39 	: 	84.37 p	: 	: 	: 	80.52 	: 	90.24 	71.77 	63.91 	79.34 	113.8 	126 	96.64 	144 	184.02 	152 	43.29 	189 	143.28 	118 	104 	162 	168 	158 	160 	115 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,UNBK,ES	482.95 e	482.95 	1897.56 	1036.39 	2895.89 e	2895.89 	1288 	1195 	530 	700 	620 	580 	600 	259 	315 	523 	345 	330 	310 	275 	320 	340 	347 	564 	564 	811 	464 	232 	306 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,UNBK,EU27_2020	38402.31 s	38436.37 s	37565.9 s	33994.53 s	30008.92 	32537.82 	28795.48 s	28609.79 	26841.45 	26978.82 	25455.64 s	24496.87 s	23814.1 s	23700.59 s	23926.57 s	22615.37 s	21410.75 	21189.95 	19517.01 	17252.99 	16664.51 s	16051.95 s	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,UNBK,EU28	: 	40302.17 s	39431.7 s	35565.73 s	32857.47 e	34109 e	30255.07 e	29837.3 e	27823.44 e	27862.6 e	26486.73 	25135.16 	24108.69 	23896.57 	24024.56 	22713.38 	21508.76 	21287.95 	19615.01 	17350.99 	16762.52 	16149.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,UNBK,FI	4322.43 	3716.04 	3547.19 	3678 	3389.16 	3946.39 	3789.47 	3686.23 	3703.98 	3426.13 	3075.04 	2634.81 	2293.64 	2580.86 	2624.64 	2543.82 	2527.76 	2414.42 	2313.85 	2276.45 	1634.18 	1368 	1403.67 	1367 	1389 	1387 	1385 	1413 	910 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,UNBK,FR	2344.45 e	2419 e	2414.82 e	2313.96 e	2585.91 e	2596.21 e	2611.61 e	2685.29 e	2654.95 e	2665.34 p	2617.36 e	2536.64 e	2503.21 e	2476.59 	2467.5 	2455.5 	2472.02 	2509.3 	2542.87 	2594.86 	2638.89 	2709.24 	2795.65 	2888.2 	2977.44 	3023.21 	3093.69 	3226.05 	3349.27 	3272.77 	3138.99 	2973.53 	2862.76 
CONIF,RW_FW,THS_M3,UNBK,HR	57.81 	54.02 	66.87 	68.68 	58.05 	62.55 	102.82 	59 	40 	29 	22 	14 	12 	15 	27 	21 	18 	18 	45 	116 	82 	7 	7 	6 	6 	8 	0 	0 	0 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,UNBK,HU	141.95 	99.71 	105.57 	111.95 	148.76 	140.36 	: 	129.92 	112.77 	117.54 	96.86 	141.5 	75.6 	129 	99 	96 	78.1 	63 	43.3 	44 	87.5 	50.9 	79 	81 	81 	40 	49 	88 	49 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,UNBK,IE	: 	: 	109.3 	149.34 	255.43 	105.13 	109.87 	118.29 	100.16 	73.77 	77.73 	87.27 	24 	12 	5 	5 	9.09 	8.05 	10 	9 	50 	50 	50 	45 	58 	55 	53 	50 	10 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,UNBK,IS	: 	0.8 	1 	: 	: 	: 	: 	: 	0.63 	0.69 	: 	: 	: 	0 	0 	0 	: 	: 	: 	: 	: 	: 	0 p	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,UNBK,IT	932.1 p	932.1 e	913.82 ep	913 ep	: 	655.37 	687.91 	: 	: 	679.28 	674.51 	581.1 	492.37 	445.33 	532.53 	407.63 	501.83 	446 	366 	451 	621 	356 	311 	310 	284 	312 	301 	237 	204 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,UNBK,LI	0.79 	1.32 	1.52 	1.12 	1.3 	1.18 	2.02 	1.64 	5.64 	6 	5 	4 	4.8 	9 	9 	: 	: 	: 	: 	: 	: 	: 	1 p	1 	1 	2 	2 	2 	2 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,UNBK,LT	671 	533 	441 	721 	754 	739 	612 	690 	710 	552 	647.67 	611.52 	434.32 	540 	510 	530 	600 	630 	620 	670 	450 	350 	360 	660 	920 	815 	1297 	1330 	: 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,UNBK,LU	36.57 	38.09 	45.9 	36.23 e	28.68 	28.36 	: 	: 	: 	4.01 	3.85 e	3.78 	2.73 e	2.73 e	7.87 e	7.15 e	5.37 	4.28 	1.68 	3.42 	1.1 e	1.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,UNBK,LV	285 	270 	250 	200 	200 	200 	186 	259.37 	469.2 	558.41 e	994.16 	801.36 	257.31 	617 	729 	720 	730 	456.52 	670 	886 	942 	1920 	1125 	1300 	1200 	400 	300 	300 	300 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,UNBK,MT	: 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 e	0 e	0 e	0 p	0 p	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,UNBK,NL	417.02 e	423.3 	434 	420 	140 	140 	71 	50 	50 	50 	50 	50 	50 	50 	50 	50 	50 	50 	0 	0 	0 	0 	0 	0 	0 	25 	25 	25 	25 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,UNBK,NO	542.63 e	544.82 e	586.37 e	616 e	620 e	618.04 	564.2 	876.8 	588.96 	588.96 	772.03 	762.11 	762.11 	762.11 	849.48 	462.96 	687 	511 	441.36 	411.12 	185.31 	195.3 	129.7 	74 	116 	117 	117 	109 	264 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,UNBK,PL	2297.23 e	2504.93 e	2679.05 e	2607.54 e	2570.7 e	2693.93 e	2674.22 e	2653.06 	2587.2 	2460.24 	2068.3 	2072.96 	1906.69 	1789.67 	1748 	1671.5 	1749 	1922 	1105 	743 	730 	593 	540 	721 	705 	698 	1072 	1441 	1625 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,UNBK,PT	422.18 	338.05 	384.74 	169.19 	95.28 	181.89 	200 	200 	200 	200 	200 e	200 	200 	200 	200 	200 	200 	200 	200 	200 	200 	200 	200 	185 	185 	185 	185 	185 	185 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,UNBK,RO	1410.89 	970.06 	1084.99 	858.39 	869.99 	1017.57 	908.54 	954.2 	735.54 	749.78 	411.18 	694 	838.5 	733 	914 	313 	298 	369 	565 	198 	332 	420 	370 	559 	296 	182 	188 	88 	286 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,UNBK,SE	2700 p	2700 	2733 	3300 	3763.64 	3500 	2950 	2950 	2950 	2950 	2950 	2950 	2950 	2950 	3900 	3900 	2950 	2950 	2950 	2950 	2950 	2950 	2950 	1900 	1900 	1900 	1900 	1900 	1900 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,UNBK,SI	121.29 	146.83 	198.02 	153.02 	180.02 	202.52 	201.82 	174.51 	172.5 	176.67 	136.38 	113.76 	130.54 	126.3 	109.59 	171.23 	125 	0 	0 	0 	0 	0 	0 p	0 	1 	1 	1 	1 	2 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,UNBK,SK	258.99 	328.7 	262.13 	317.81 	251.09 	237.74 	259.04 	356.84 	292.33 	324.8 	293.05 	351.54 	320.85 	230.59 	142.46 	148 	155 	161 	134 	123 	149 	146 	149 	263 	268 	240 	338 	200 	187 	: 	: 	: 	: 
CONIF,RW_FW,THS_M3,UNBK,UK	: 	1865.8 	1865.8 	1571.2 	1522.1 	1571.2 	1473 	1227.5 	982 	883.8 	1031.1 	638.3 	294.6 	196 	98 	98 	98 	98 	98 	98 	98 	98 	98 	98 	98 	98 	98 	100 	100 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,OVBK,AT	11857.37 	13823.63 	14359.52 	13128.53 	12481.85 	12960.06 	12395.8 	12947.35 	13369.16 	14317.6 	14047.36 	12705.21 	17609.14 	17437.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,OVBK,BE	: 	: 	: 	: 	: 	: 	: 	: 	3376.55 	3554.38 	3452.54 	3080 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,OVBK,BG	2412.69 	2622.09 	3297.87 	2563.27 	2679.55 	2670.28 	2200.46 	2379.26 	2191 	2205.5 	1850.2 	1186 	2176 	1800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,OVBK,CH	2678.34 	2502.29 	3099.33 	2615.28 	2457.04 	2545.93 	2610.27 	2751.89 	2759.79 	3127.54 	3267.46 	3136.27 	3545.17 	4060.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,OVBK,CY	: 	: 	: 	: 	: 	: 	0 	0 	5.07 	5.78 	6.29 	6.17 	15.49 	14.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,OVBK,CZ	: 	: 	: 	: 	: 	: 	: 	: 	14937.5 	13520.1 	15101.9 	14176.8 	14835.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,OVBK,DE	: 	: 	: 	: 	: 	: 	: 	: 	37329.23 	40087.71 	41735.79 	35784.14 	42104.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,OVBK,DK	: 	: 	: 	: 	1372.8 	1372.8 	: 	: 	1314.32 	1229.51 	1331.68 	1428.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,OVBK,EE	4878 	5038 	5605 	5254 	4930 	4820 	4310 	4030 	4030 	3980 	3960 	3065 e	2775 	2640 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,OVBK,EL	: 	: 	: 	: 	: 	: 	: 	: 	248.75 	265.47 	349.47 	397.16 	397.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,OVBK,ES	8000.56 e	9450.99 	9372.15 	9081.41 	7164.22 	7239.89 	6650.96 	5591.75 	5941.93 	5315.95 	6074.97 	6147.79 	8322.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,OVBK,FI	49087.51 p	52727.58 	57768.85 	53076.61 	51753.01 	48991.3 	47240.72 	47133.33 	43309.54 	43780.56 	43634.77 	34272.12 	43540.46 	50804 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,OVBK,FR	19675 e	20356.79 e	20324.76 	20085.82 	19846.37 	19758.97 	20534.99 	19821.1 	19932.26 	23632 	25740.3 	25500.05 	21431.87 	23297.28 	22452.81 	21540.5 	22039.55 	21378.99 	23754.02 	27407.01 	31149.49 	21713.35 	21421.6 	20715.08 	19756.56 	21621.37 	20619.82 	18390.59 	19833.9 	20336.57 	21043.5 	20725.52 	19544.61 
CONIF,RW_IN,THS_M3,OVBK,HR	: 	: 	: 	: 	: 	: 	: 	966 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,OVBK,HU	1072.99 	1022.51 	1024.29 	1049.29 	1067.59 	1010.48 	1111.91 	1116.13 	914.82 	846.26 	780.02 	723.7 	764.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,OVBK,IE	: 	: 	3448.16 	3288.7 	3001.42 	2858.32 	2880.87 	2802.17 	2612.05 	2683.31 	2680.27 	2484.41 	2397 	2938 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,OVBK,IS	: 	1 	1 e	: 	: 	: 	: 	: 	2.99 	2.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,OVBK,IT	4537.05 e	7296.37 e	1449.22 ep	1452 	: 	1714.86 	1626.51 	: 	1553.04 e	1553.04 	1599.94 	1579.85 	1580.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,OVBK,LI	4.59 	4.82 	8.79 	5.19 	3.23 	4.79 	7.29 	: 	7 	7.7 	8 	9 	8.5 	8.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,OVBK,LT	3275.87 	3523.34 	3666 	3479 	3378 	3062.08 	3240.41 	3240.41 	3309.26 	3760.72 	3559 	2396.2 	2567.6 	3324.14 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,OVBK,LU	245.91 	253.24 	280.15 	209.29 e	156.79 	183.94 	: 	: 	122.31 	117.87 	124.75 	124.33 	106.55 	106.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,OVBK,LV	9247.32 	8887.67 	8755.47 	8628.7 	9486.38 	8850.31 	8989.5 	6599.34 	6644.15 	9289.72 	7690.22 	7299.19 	6530.19 	7971.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,OVBK,MT	: 	0 	0 	0 	: 	: 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,OVBK,NL	547.64 	592.62 	577.97 	662.54 	675.6 	661 	4.66 	7.29 	546.5 	599 	652.88 	599.65 	695.72 	634.13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,OVBK,NO	10928.79 	11809.6 	12693.15 	11272 	11116.6 	10991.47 	10634.34 	9762.07 	9582.47 	9314.36 	9073.83 	7181.03 	8780.66 	9358.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,OVBK,PL	31802.48 	33967.31 	36904.91 	35896.05 	32266.52 	31038.69 	30532.31 	28626.74 	27591.4 	27740.37 	27175.85 	26019.73 	26187.03 	28310.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,OVBK,PT	5364.53 	5660.67 	5587.26 	5461.24 	3926.81 	3846.83 	2891.14 	2927.87 	0 	3583.37 	4602.13 	4559.26 	4154.22 	4849.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,OVBK,RO	6822.51 	4630.78 	5179.66 	4554.4 	5005.49 	5257.18 	5913.21 	5194.72 	5843.93 	5618.63 	5201.44 	4739.7 	5124.2 	6711 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,OVBK,SE	71300 p	71200 	69730.38 	70965 	77160 	76520 	76440 	71770 	71767 	74370 	74870 	61765 	67705 	77851 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,OVBK,SI	2204.75 	2927.96 	3606.36 	3057.78 	3681.11 	3177.78 	2847.07 	1912.72 	1847.88 	1758.04 	1577.05 	1631.56 	1795.82 	1894.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,OVBK,SK	4342.32 	5781.8 	6356.36 	5720.54 	5436.8 	4867 	5379.16 	4065.82 	4547.65 	5738.93 	6820.38 	6574.3 	6551.63 	5320.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,OVBK,UK	: 	9139.19 	9580.85 	9753.84 	9754.38 	9528.36 	10354.99 	10225.76 	9712.38 	9703.22 	9205 	8418.4 	8674.22 	9451.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,UNBK,AT	10586.94 	12342.52 	12821 	11721.91 	11144.51 	11571.48 	11067.68 	11560.13 	11936.75 	12783.58 	12542.29 	11343.93 	15722.44 	15569.62 	13514 	11846 	11973 	12774 	10900 	9695 	9606 	10186 	10098 	10917 	10825 	10326 	10665 	8734 	8857 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,UNBK,BE	3135.61 e	3135.61 e	3135.61 e	3135.61 	3135.61 	3135.61 	3167.27 	: 	3069.6 	3231.25 	3138.67 	2800 	3060 	3275 	3375 	3285 	3235 	3175 	2950 	2745 e	2780 e	3100 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,UNBK,BG	2193.36 	2383.71 	2623.75 	2330.25 	2436.25 	2427.53 	2000.42 	2162.96 	1821.86 	2005 	1682 	1077 	1979 	1800 	1855 	1928.5 	1766.5 	1277.5 	1277.5 	1126.5 	1293.5 	1209.5 	833 	864 	965 	961 	858 	785 	692 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,UNBK,CH	2431.51 	2271.84 	2814.03 	2374.95 	2231.22 	2312.11 	2581.49 	2499.32 	2506.22 	2840.4 	2967.48 	2848.37 	3222.88 	3687.26 	3736.59 	3529.4 	3563 	3300 	3092 	3958 	6793 	3080 	2714 	2774 	2583 	3230 	3214 	2969 	3090 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,UNBK,CY	2.21 	1.92 	1.86 	1.78 	2.64 	2.72 	3.52 	3.43 	4.05 	4.63 	5.03 	4.93 	12.39 	11.68 	4.06 	5 	6.27 	7.23 	9.21 	10.96 	14.57 	27.66 	25.63 	30.1 	33.7 	36.1 	34.1 	38.1 	33 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,UNBK,CZ	: 	25917 	20613 	16088 	: 	12871 	12306 	11962 	11860 	12291 	13729 	12888 	13487 	15868 	15298 	13163 	13220 	12970 	12360 	12000 	12191 	11812 	11630 	11529 	10741 	10791 	10469 	9086 	7960 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,UNBK,DE	56361.64 e	47730.44 e	46124.61 e	37306.2 e	34385.3 	36740.47 	34968.42 	34006.27 	33935.66 	36443.37 	37941.62 	32531.04 	38277 	59159 	45213 	41837 	39682 	36413 	29968 	27083 	41774 	26410 	28118 	29495 	26906 	28966 	28193 	22309 	21906 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,UNBK,DK	: 	: 	: 	: 	1248 	1248 	1041.55 	1041.55 	1194.83 	1117.74 	1210.62 	1299 	1299 	1299 	1060 	1559.4 	478 	687.59 	637.63 	792 	2192 e	914 	754 	1274 	1307 	1307 	1307 	1299 	1257 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,UNBK,EE	4434.55 	4580 	5095.45 	4776.36 	4481.73 	4381.36 	3918.18 	3379.5 	3627 	3582 	3564 	2758.5 e	2497.5 	2376 	2900 	3070 	3800 	5900 	5860 	5700 	4980 	3900 	3588 	3015 	1812 	1727 	1668 	1011 	960 	: 	: 	: 	: 
CONIF,RW_IN,THS_M3,UNBK,EL	188.9 e	188.9 	: 	211.36 p	: 	211.36 	211.15 	233.06 	226.13 	241.33 	242.96 	170.96 	361.06 	801.42 	302.68 	329.4 	296.4 	311.18 	332 	323.71 	411.39 	448.77 	324 	356 	362 	353 	471 	440 	398 	: 	: 	: 	: 
