treespec,prod_wd,unit,bark,geo\time	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 
TOTAL,RW_IN_LG,THS_M3,UNBK,CY	2.01 	1.97 	2.06 	1.75 	3 	3.05 	3.94 	3.72 	: 	4.85 	5.3 	6.12 	12.89 	11.91 	4.54 	5.8 	6.76 	7.7 	10.17 	11.73 	11.93 	19.58 	18.82 	23 	25.9 	24.9 	25.5 	28.8 	23.6 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,UNBK,CZ	: 	19115 	14428 	11488 	10341 	8964 	8548 	8645 	8621 	8838 	9427 	8852 	8928 	10504 	9841 	8153 	8428 	8605 	8073 	7920 	8020 	7673 	7420 	6761 	6230 	5812 	5409 	4745 	4500 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,UNBK,DE	48212.97 e	41333.78 e	41625.88 e	32755.85 e	28183 	30381.49 	28113.9 	26841.05 	26631.82 	29016.14 	29748.47 	25481.39 	31241 	46800 	38281 	34432 	32241 	30590 	24446 	22456 	36537 	23404 	24633 	25387 	23175 	24292 	22935 	17522 	16400 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,UNBK,DK	: 	: 	: 	: 	944.17 	944.17 	842.36 	842.36 	: 	779.21 	843.96 	906.14 	890.71 	765 	671 	1005.8 	386 e	469.93 	455.05 	531 	1332 e	658 	609 	621 	875 	875 	875 	886 	880 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,UNBK,EE	4134.09 	4269.7 	4754.02 	4454.32 	4361 	4012 	3718.94 	3271.5 	3330 	3330 	3312 	2457 e	2232 	2115 	2750 	2770 	3300 	4350 	3940 	3260 	2850 	2200 	2038 	1548 	1490 	1413 	1341 	561 	515 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,UNBK,EL	: 	: 	: 	267.94 p	: 	: 	: 	268.62 	: 	278.15 	258.23 	240.09 	416.14 	755.92 	384.42 	419.6 	380.88 	527.77 	409 	409.96 	440.85 	696.88 	360 	403 	467 	389 	508 	465 	512 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,UNBK,ES	4114.04 e	5406.41 	5466.42 	5555.25 	3874 	3809.77 	3691.9 	2868.99 	3412.63 	2614.98 	3454.52 	3332.39 	5272.54 	4532 	5860 	7343 	7795 	7700 	7603 	7120 	6678 	5690 	5732 	5729 	5729 	6030 	6144 	5968 	5829 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,UNBK,EU27_2020	: 	: 	: 	200533.22 s	190930.85 	187618.5 	185881.69 s	173916.74 	174429.9 	180512.71 s	182910.16 s	163034.68 s	182866.69 s	220226.93 s	192216.91 s	212745.67 s	190941.43 s	190128.44 	177817.81 	172221.19 s	199556.91 s	168721.32 s	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,UNBK,EU28	: 	: 	: 	207257.94 s	196171.89 e	193947.76 e	192612.09 e	180528.61 e	180587.12 e	186504.36 	188653.05 	168243.26 	187962.05 	225942.93 	197524.91 	217786.66 	196027.41 	195063.44 	182552.8 	176896.19 	204126.91 	173291.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,UNBK,FI	22279.27 	23211.27 	26383.96 	24472 	23409.64 	22124.71 	21663.48 	21431.39 	19322.26 	19641.59 	19447.81 	15198.37 	19389.81 	25694.13 	21883.62 	22443.71 	24256.86 	24577 	23835 	23359 	25994.29 	25091 	25586.56 	24976 	21210 	22831 	23095 	18400 	16215 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,UNBK,FR	15964.54 e	16807.51 e	17223.18 	16699.25 	16634 	16208.3 	16621.7 	15921.94 	15656.79 	18035.17 p	18098.59 	19040.34 	18267.76 	19666.55 	18591.35 	17784.79 	18019.61 	17925.31 	19387.27 	22873.21 	27972.24 	19988.26 	19814.77 	19077.81 	18512.51 	19585.12 	18960.47 	17771.18 	19344.71 	20583.66 	22034.96 	20691.12 	19885.65 
TOTAL,RW_IN_LG,THS_M3,UNBK,HR	2468.9 	2627.91 	2675.38 	2431.13 	2402 	2451.08 	2763.13 	2671 	2961 	2461 e	2068 e	2212 e	2496 e	2335 	2356 	2234 	2074 	2055 	1969 	1938 	1976 	1915 	1901 	1693 	1409 	1252 	1259 	1269 	1107 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,UNBK,HU	1154.73 	1274.43 	1342.76 	1196.8 	1130 	1161.75 	: 	1162.75 	1195.77 	1231.64 	1078.85 	978.6 	1634.5 	1297 	1166 	1248 	1574.9 	1571 	1859.7 	1430 	1379.6 	1167 	1168 	1192 	1226 	1303 	1211 	1017 	1446 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,UNBK,IE	: 	: 	2099.8 	1738.07 	1738 	1559.33 	1537.31 	1472.14 	1418.25 	1391.4 	1425.03 	1496.64 	1359 	1725 	1788 	1763 	1722.64 	1892.5 	1743.3 	1653 	1587.6 	1456 	1350 	1284 	1380 	1370 	1337 	1224 	1230 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,UNBK,IS	: 	: 	: 	: 	: 	: 	: 	: 	0.27 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,UNBK,IT	3351.89 e	5587.89 e	1890.86 ep	1896 	1040 p	1098.09 	1132.14 	: 	: 	1000.37 	1549.3 	1235.99 	1300.31 	1290.73 	1246.35 	1340.17 	1448.4 	1632 	1618 	1597 	2062 	2120 	2572 	2258 	2398 	2543 	2180 	2224 	1941 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,UNBK,LI	4.08 	4.56 	8.08 	4.88 	4 	4.37 	6.73 	6.43 	7.2 	8 	9 	10 	12.45 	11 	11 	: 	: 	: 	: 	: 	: 	: 	9 	9 	9 	14 	21 	11 	12 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,UNBK,LT	3032 	3547 	3700 	3584 	3494 	3177 	3824 	3421 	3396 	3618 	3660.07 	2741.64 	2881.27 	3330 	3285 	3520 	3420 	3370 	3220 	2700 	2900 	2535 	2429 	2420 	3030 	2320 	1272 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,UNBK,LU	80.81 	99.65 	136.28 	109.62 e	119 	: 	: 	: 	: 	132.13 	139.85 	139.37 	173.68 	152.56 e	153.59 e	141.48 e	136.38 	132.53 	141.32 	141.79 	113.1 e	113.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,UNBK,LV	7378.7 	7263.07 	7422.94 	7066.86 	7033 	7032.79 	6921 	: 	6994.6 	7651.6 	6666.94 	6246.78 	4836.21 	6717 	8372 	7950.9 	7892 	7841.7 	8066 	7359 	8642 	6882 	4508 	3734 	2760 	2900 	2400 	2321 	629 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,UNBK,MT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,UNBK,NL	214.5 	246 	285.39 	314.93 	386 	385.7 	406.54 	389 	327.6 	325.6 	385.12 	353.72 	416.17 	395.54 	443.03 	448 	393 	438 	398 	497 	572 	575 	588 	622 	463 	514 	457 	480 	487 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,UNBK,NO	5457.86 	6012.32 	6104.27 	5845.52 	5462 	5450.78 	5304.68 	4727.27 	4460.22 	4335.64 	4374.67 	3059.59 	3969.05 	4353.09 	3718.94 	4850.01 	4057 	3937.91 	4141.68 	4414.28 	4087.89 	4193.1 	4121 	4552 	4049 	4603 	4293 	4786 	4429 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,UNBK,PL	16913.14 	16999.71 	17793.71 	17879.41 	16796 	16401.65 	16363.07 	15268.57 	14907.69 	14721.65 	14319.92 	13604.14 	14138.3 	15771.61 	13141.7 	12715.3 	13076 	11765 	10620 	10393 	11609 	10946 	10147 	9875 	9343 	9337 	9268 	8822 	8875 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,UNBK,PT	1916.12 	1936.51 	2114.99 	1906.12 	2072 	1949.27 	1874.04 	1632.57 	2098.1 	2433.34 	2578.25 	2554.23 	2368.3 	2674.5 	2510.49 	2483.49 	2246 	2553 	2294 	2575 	3588 	3230 	3372 	3868 	3868 	4189 	4211 	3912 	3989 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,UNBK,RO	9169.03 	8187.48 	8436.15 	7854.35 	8293 	8643.53 	8952.38 	8607.97 	9522.76 	7764.84 	8213.34 	7221.6 	8255.4 	9777 	6387 	7847 	8198 	7952 	7062 	5638 	6146.3 	5286.5 	4304 	4299 	4107 	4274 	4300 	3512 	4600 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,UNBK,SE	37200 p	37400 	36600 	36800 	35900 	35900 	37100 	31900 	32700 	33800 	35100 	30100 	32000 	39800 	31700 	56500 	35400 	35500 	33800 	33200 	33140 	30800 	32000 	34100 	30600 	34700 	28900 	25800 	24700 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,UNBK,SI	1971.23 	2475.58 	2832.9 	2495.27 	2989 	2530.82 	2117.79 	1694.72 	1641.29 	1581.55 	1452.09 	1514.33 	1685.66 	1698.7 	1712.06 	1402.63 	1372 	1291 	1164 	1144 	1120 	992 	1001 	1027 	1028 	918 	1045 	645 	730 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,UNBK,SK	3913.29 	4966.69 	5370.31 	5079.45 	5003 	4761.97 	5255.64 	4386.14 	4478.65 	5278.49 	5589.53 	4744.89 	5409.73 	4861.53 	4101.76 	4845 	3119 	2533 	2365 	2295.5 	2566 	2448 	2395 	2602 	2269 	2109 	2126 	1659 	2196 	: 	: 	: 	: 
TOTAL,RW_IN_LG,THS_M3,UNBK,UK	: 	6027.3 	6467.63 	6724.72 	6653 	6329.26 	6876.89 	6611.87 	6157.23 	5991.65 	5742.89 	5208.6 	5095.34 	5716 	5308 	5041 	5086 	4935 	4735 	4675 	4570 	4570 	4295 	4260 	4198 	4335 	4360 	3620 	3561 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,OVBK,AT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,OVBK,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	196.18 	190.56 	165 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,OVBK,BG	46.24 	57.83 	65 	60.33 	67.99 	66.07 	66.93 e	80.55 	84 	101 	87.8 	53 	105 	80 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,OVBK,CH	2.9 	3.51 	10.2 	13.88 	16.4 	16.92 	30.73 e	10.28 	14.81 	17.25 	18.82 	17.31 	19.79 	23.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,OVBK,CY	: 	: 	: 	: 	: 	: 	0 	0 	0.11 	0.12 	0.03 	0.05 	0.3 	0.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,OVBK,CZ	: 	: 	: 	: 	: 	: 	: 	: 	112.58 	101.9 	110.9 	99 	108.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,OVBK,DE	: 	: 	: 	: 	: 	: 	: 	: 	3466.41 	3545.23 	3399.46 	3026.75 	3328.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,OVBK,DK	: 	: 	: 	: 	70.7 	70.7 	: 	: 	: 	92.33 	100 	105.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,OVBK,EE	60 	60 	60 	60 	60 	60 	60 	60 	60 	60 	80 	70 e	50 	110 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,OVBK,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	68.66 	88.33 	100.38 	102.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,OVBK,ES	384.28 e	247.08 	425.5 	309.79 	324.2 	299.95 	272.5 	261.64 	333.86 	411.03 	512.14 	552.47 	597.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,OVBK,FI	0 p	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,OVBK,FR	583 e	677.86 e	755.88 	689.12 	613.28 	623.56 	703.42 	754.5 	634.78 	591 	373.01 	386.29 	397.49 	381.89 	503.64 	454.71 	443.53 	473.27 	448.36 	453.37 	479.48 	474.23 	477.99 	484.17 	446.9 	460.03 	483.53 	594.44 	493 	534 	530 	548 	471 
TOTAL,RW_IN_O,THS_M3,OVBK,HR	: 	: 	: 	: 	: 	: 	: 	147 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,OVBK,HU	494.39 	848.92 	935.21 	904.73 	1070.58 	1119.45 	1068.16 	1076.82 	885.37 	1008.89 	879.46 	657.5 	307.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,OVBK,IE	: 	: 	181.04 	172.4 	182.85 	180.13 	149.71 	118.97 	138.83 	124.38 	130.53 	95.82 	96 	138 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,OVBK,IS	: 	0 	1.7 	1.7 	: 	: 	: 	: 	2.71 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,OVBK,IT	710.48 e	1143.71 e	0 	0 	366.14 p	334.31 	454.16 	: 	779.66 e	779.66 	822.53 	1069.29 	1185.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,OVBK,LI	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,OVBK,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,OVBK,LU	124.88 	118.04 	117.72 	83.11 	0 	0 	: 	: 	22.02 	21.22 	22.46 	22.36 	2.44 	2.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,OVBK,LV	1401 	1177.9 	986.37 	801.5 	1177.32 	1177.32 	1146.24 	1146.62 	984.94 	824.7 	944.55 	835.89 	1018.89 	1299.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,OVBK,MT	: 	0 	0 	0 	0 	: 	: 	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,OVBK,NL	54.17 	61.46 	27.34 	25.08 	24.91 	15.3 	0 	0 	23.4 	74.6 	62.38 	57.3 	35.86 	23.51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,OVBK,NO	88.78 	96.59 	77.31 	71.69 	550 	0 	0 	0 	24.92 	23.9 	29.56 	23.94 	37.74 	33.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,OVBK,PL	679.64 	872.13 	1037.44 	1102.36 	1035.38 	1269.46 	1403.19 	1435.23 	1429.16 	1626.01 	1581.04 	1651.08 	1912.35 	2099.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,OVBK,PT	448.37 	469.72 	449.58 	389.09 	367.17 	443.89 	318.44 	201.16 	0 	191.49 	238.81 	236.59 	236.59 	235.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,OVBK,RO	1145.71 	970.18 	954.78 	784.27 	846.88 	734.94 	864.02 	977.5 	988.51 	868.2 	618.87 	983.4 	721.4 	655 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,OVBK,SE	340 p	340 	342 	570 	600 	600 	600 	600 	600 	600 	600 	575 	575 	570 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,OVBK,SI	53.66 	69.21 	92.03 	72.21 	143.18 	187.9 	232.08 e	125.71 e	69.2 	98.63 	80.63 	69.42 	65.22 	46.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,OVBK,SK	30.05 	44.93 	36.74 	64.47 	35.62 	25.3 	32.48 	19.05 	23.42 	42.24 	34.35 	39.47 	61.82 	44.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,OVBK,UK	: 	544.86 	526.87 	565.56 	556.29 	552.68 	609.73 	630.44 	596.51 	613.73 	587.61 	635.4 	568.13 	505.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,UNBK,AT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	600 	600 	600 	600 	600 	600 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,UNBK,BE	: 	: 	: 	167.99 p	: 	: 	: 	: 	: 	173.1 	168.14 	150 	160 	175 	175 	180 	175 	200 	200 	200 e	100 e	100 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,UNBK,BG	42.04 	52.57 	59.09 	54.84 	61 	58.99 	59.88 	71.91 	81.78 	90 	78 	47 	94 	80 	90 	93.67 	93.67 	93.67 	93.67 	93.67 	93.7 	93.67 	110.67 	125 	150 	159 	130 	356 	279 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,UNBK,CH	2.63 	3.18 	9.26 	12.6 	15 	15.35 	11.37 	9.32 	13.4 	15.64 	17.07 	15.7 	17.62 	21.29 	20.22 	28.73 	0 	0 	0 	0 	0 	0 	0 	70 	70 	70 	70 	70 	70 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,UNBK,CY	0.25 	0.01 	0.05 	0.16 	0 	0.06 	0.04 	0.01 	: 	0.1 	0.03 	0.04 	0.24 	0.04 	0.04 	0 	0.01 	0.02 	0.04 	0.02 	0.04 	0.04 	0.03 	0.3 	0.3 	0.2 	0.4 	0.2 	0 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,UNBK,CZ	: 	115 	86 	94 	89 	89 	89 	87 	86 	91 	99 	90 	99 	99 	93 	390 	390 	390 	380 	390 	400 	400 	411 	301 	500 	700 	700 	753 	720 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,UNBK,DE	73.96 e	71.8 e	74.04 e	72.79 e	2605 	2739.33 	2862.92 	2914.65 	3020.23 	3092.62 	2980.11 	2645.23 	2910 	4168 	2831 	3509 	3721 	3698 	2911 	3393 	4433 	1270 	1391 	1363 	1122 	884 	1400 	1400 	1400 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,UNBK,DK	: 	: 	: 	: 	62.91 	62.91 	54.48 	54.48 	: 	82.75 	89.62 	96.21 	95.2 	87 	26 	25 	17 	171.81 e	181.5 e	244 e	573 e	313 	437 	452 	351 	351 	351 	352 	350 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,UNBK,EE	52.27 	52.27 	52.27 	52.27 	52 	52.27 	52.27 	54 	54 	54 	72 	63 e	45 	99 	100 	400 	700 	1150 	1180 	1150 	620 	350 	280 	275 	196 	196 	196 	196 	224 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,UNBK,EL	: 	: 	: 	55.44 p	: 	: 	: 	: 	: 	61 	0 	0 	91.26 	192.15 	77.54 	98.93 	87.8 	71.48 	89.3 	104.98 	90.11 	0 	0 	102 	102 	100 	105 	101 	105 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,UNBK,ES	335.91 e	216.37 	372.42 	271.32 	284 	262.72 	221.44 	212.31 	271.21 	333.65 	416.62 	449.41 	588.89 	483 	705 	801 	920 	905 	874 	675 	650 	680 	730 	738 	738 	626 	1114 	662 	781 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,UNBK,EU27_2020	: 	: 	: 	5800.68 s	8322.34 	9325.26 	9775.29 s	10177.37 s	10024.28 	10037.92 s	9589.77 s	9770.27 s	10375.06 s	12543.85 s	13644.51 s	14259.13 s	14817.49 	15061.8 s	14374.75 s	15059.67 s	15708 s	14401.95 s	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,UNBK,EU28	: 	: 	: 	6304.66 s	9468.35 e	9817.73 e	10297.34 e	10739.27 e	10555.89 e	10584.9 	10113.43 	10336.59 	10881.32 	12993.84 	14074.5 	14715.13 	15210.49 	15413.8 	14734.75 	15456.67 	16128 	14858.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,UNBK,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	325 	325 	325 	325 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,UNBK,FR	501.38 e	582.96 e	650.05 	592.65 	528 	536.26 	604.94 	648.87 	545.91 	508.26 p	320.79 	332.21 	341.84 	328.43 	433.13 	391.05 	381.44 	407.01 	385.59 	389.89 	412.35 	407.84 	411.07 	416.39 	384.33 	395.63 	415.83 	511.22 	423.98 	459.24 	455.8 	471.28 	405.06 
TOTAL,RW_IN_O,THS_M3,UNBK,HR	4.24 	4.63 	5.78 	6.5 	6 	9.73 	38.62 	147 	79 	73 e	148 e	410 e	444 e	356 	355 	266 	255 	219 	291 	222 	166 	166 	105 	92 	79 	147 	58 	90 	76 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,UNBK,HU	399.97 	692.97 	763.36 	736.78 	872 	912.36 	: 	872.64 	718.38 	827.28 	712.96 	533 	248.2 	1053 	1026 	1103 	760 	850 	955.6 	1468 	1313.9 	1074 	765 	780 	199 	420 	394 	426 	237 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,UNBK,IE	: 	: 	164.58 	166.23 	166 	163.75 	133.1 	108.16 	126.21 	113.07 	118.66 	87.11 	87 	125 	107 	107 	97.84 	137.7 	127 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,UNBK,IS	: 	: 	: 	: 	: 	: 	: 	: 	2.46 	: 	: 	: 	: 	0 	0 	0 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,UNBK,IT	632.1 e	1025.57 e	316.73 e	0 	318 p	281.39 	391.5 	: 	: 	710.7 	727.73 	897.99 	1049.93 	918.77 	947.7 	910.6 	901.74 	413 	358 	797 	879 	1163 	1090 	1020 	876 	1220 	984 	1115 	872 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,UNBK,LI	: 	: 	0 	0 	0 	0 	0 	0.09 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,UNBK,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	5 	10 	15 	20 	30 	50 	25 	40 	50 	100 	160 	244 	236 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,UNBK,LU	106.14 	100.33 	100.06 	70.65 	0 	0 	: 	: 	: 	19.27 	20.4 	20.33 	2.22 	2.22 e	8.6 e	7.82 e	5.88 	17.81 	16.15 	21.71 	56.2 e	56.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,UNBK,LV	1225 	1029 	868.3 	710 	1042 	1042.04 	1042.04 	1042.38 	895.4 	743.48 	850.93 	758.6 	909.72 	1160 	835 	624 	600 	558.3 	546.9 	572 	465 	2436 	64 	48 	390 	390 	390 	810 	810 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,UNBK,MT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
TOTAL,RW_IN_O,THS_M3,UNBK,NL	45.9 	52 	22.79 	20 	21 	13 	13.6 	13 	19.6 	61.4 	52.3 	48.03 	30.64 	20.22 	32.39 	44 	33.11 	126 	116 	84 	109 	92 	39 	59 	70 	75 	100 	77 	95 	: 	: 	: 	: 
